measure,location,sex,age,cause,rei,metric,year,val,upper,lower
Deaths,North Africa and Middle East,Female,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2013,0.0004331907155863,0.0009370111474261,9.97225963484e-05
Deaths,North Africa and Middle East,Male,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2014,0.0051852208001417,0.0099307609744325,0.0018374654574473
Deaths,North Africa and Middle East,Female,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2014,0.0004249967462541,0.0009281091494774,9.61552054375e-05
Deaths,North Africa and Middle East,Male,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2015,0.0050760197176748,0.0099094231871201,0.0017806534905053
Deaths,North Africa and Middle East,Female,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2015,0.0004174647563635,0.0009243853324313,9.07837212566e-05
Deaths,North Africa and Middle East,Male,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2016,0.0050512581460367,0.0097617717639356,0.0017837607283088
Deaths,North Africa and Middle East,Female,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2016,0.000415276494548,0.000887758917758,9.80667451257e-05
Deaths,North Africa and Middle East,Male,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2017,0.005025846802797,0.0095865168906591,0.0017877202324541
Deaths,North Africa and Middle East,Female,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2017,0.0004134579965558,0.0008869889905242,9.66194686567e-05
Deaths,North Africa and Middle East,Male,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2018,0.0049455626962075,0.009373924145578,0.0017904509448212
Deaths,North Africa and Middle East,Female,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2018,0.0004063710164834,0.0008615900851526,9.45387618914e-05
Deaths,North Africa and Middle East,Male,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2019,0.0049341832938767,0.0092054444241521,0.0017482208703843
Deaths,North Africa and Middle East,Female,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2019,0.0004061801417984,0.0008827586730414,9.61336770465e-05
Deaths,North Africa and Middle East,Male,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2020,0.0049154069787613,0.009126679337865,0.001738373059074
Deaths,North Africa and Middle East,Female,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2020,0.0004139823319905,0.0009179236752473,0.0001018403592729
Deaths,North Africa and Middle East,Male,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2021,0.0049580969095536,0.0093248432700721,0.0017359578155078
Deaths,North Africa and Middle East,Female,70-74 years,Diabetes mellitus type 2,Alcohol use,Percent,2021,0.0004206357411397,0.0009428035513111,0.000101843280819
Deaths,North Africa and Middle East,Male,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2011,0.1699940546581234,0.1953880722633034,0.14445312464877
Deaths,North Africa and Middle East,Female,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2011,0.0172358001471391,0.0215736030548724,0.0132052236047199
Deaths,North Africa and Middle East,Male,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2012,0.1695609795325561,0.1946304853833199,0.1442733394688644
Deaths,North Africa and Middle East,Female,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2012,0.0164643690582817,0.0209297559688296,0.0125674050906436
Deaths,North Africa and Middle East,Male,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2013,0.1686941462300882,0.1942374125338221,0.1436232678978954
Deaths,North Africa and Middle East,Female,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2013,0.0161479309523035,0.0203656827716746,0.0124474251100633
Deaths,North Africa and Middle East,Male,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2014,0.1682820586554518,0.1934880294615926,0.1434900618563679
Deaths,North Africa and Middle East,Female,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2014,0.0155692701352495,0.0196318580623057,0.011924435069486
Deaths,North Africa and Middle East,Male,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2015,0.168266651425322,0.194577223676543,0.1432754558529114
Deaths,North Africa and Middle East,Female,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2015,0.0149590950572861,0.0189459619825009,0.011467777170943
Deaths,North Africa and Middle East,Male,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2016,0.1679634861517053,0.1954852063767942,0.1427961493055282
Deaths,North Africa and Middle East,Female,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2016,0.0146574516807515,0.0187941140723835,0.0111928751058555
Deaths,North Africa and Middle East,Male,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2017,0.1674370574468635,0.1935297373097438,0.141911205935756
Deaths,North Africa and Middle East,Female,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2017,0.0144405055577847,0.0184686670553607,0.0109847442784304
Deaths,North Africa and Middle East,Male,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2018,0.1668999740705273,0.1933221674781271,0.1407572378700317
Deaths,North Africa and Middle East,Female,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2018,0.0139704556485643,0.0177147295085483,0.0105356980289555
Deaths,North Africa and Middle East,Male,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2019,0.1667540179078182,0.1935883816112904,0.1398312697127945
Deaths,North Africa and Middle East,Female,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2019,0.0138381606523673,0.0176218593378804,0.0104424555350304
Deaths,North Africa and Middle East,Male,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2020,0.1681416217686837,0.1950067911458153,0.1400728294139562
Deaths,North Africa and Middle East,Female,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2020,0.0137831924518129,0.0179210833847185,0.0103556069281151
Deaths,North Africa and Middle East,Male,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2021,0.1675988306321481,0.1946617595791296,0.1397752008839798
Deaths,North Africa and Middle East,Female,30-34 years,Diabetes mellitus type 2,Smoking,Percent,2021,0.0137129651229769,0.0179941377673146,0.0101646228777344
Deaths,North Africa and Middle East,Male,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2011,0.1713861423718849,0.1948842974382888,0.1459528329263438
Deaths,North Africa and Middle East,Female,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2011,0.0190530436764516,0.0237283475189922,0.0147191601605296
Deaths,North Africa and Middle East,Male,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2012,0.170491610708873,0.193730064129066,0.1453804309879295
Deaths,North Africa and Middle East,Female,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2012,0.018013632044594,0.0223387787168158,0.0138789545604005
Deaths,North Africa and Middle East,Male,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2013,0.1692542173093492,0.1931992823323006,0.1441352174395041
Deaths,North Africa and Middle East,Female,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2013,0.0176738085010688,0.021963053350231,0.0137281003292595
Deaths,North Africa and Middle East,Male,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2014,0.1685601860617993,0.1934031455449477,0.1433841509202861
Deaths,North Africa and Middle East,Female,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2014,0.0172497782748983,0.0217873817814921,0.0133724790739669
Deaths,North Africa and Middle East,Male,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2015,0.1687859882342433,0.1945032760358337,0.1440718073298285
Deaths,North Africa and Middle East,Female,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2015,0.0169747249327103,0.0216135982884195,0.0132050307311866
Deaths,North Africa and Middle East,Male,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2016,0.1686516054986065,0.1942700710751748,0.1429439545711531
Deaths,North Africa and Middle East,Female,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2016,0.0170771782595098,0.0221116715823243,0.0132808950293977
Deaths,North Africa and Middle East,Male,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2017,0.1682559268045029,0.194266255859595,0.1423877472209015
Deaths,North Africa and Middle East,Female,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2017,0.0170257461610079,0.0220798712994453,0.0132066035778303
Deaths,North Africa and Middle East,Male,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2018,0.1677334077813023,0.1942109288384569,0.1420328362962835
Deaths,North Africa and Middle East,Female,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2018,0.0163755858364668,0.0211600653990272,0.0125675976307631
Deaths,North Africa and Middle East,Male,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2019,0.1673754868606364,0.1943358861294398,0.1404919849999403
Deaths,North Africa and Middle East,Female,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2019,0.0162294184510444,0.0213239768024336,0.0123445024022597
Deaths,North Africa and Middle East,Male,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2020,0.1686529564972328,0.1949370506988137,0.1404693033980049
Deaths,North Africa and Middle East,Female,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2020,0.0161304281550866,0.0212660069417573,0.0122254965257
Deaths,North Africa and Middle East,Male,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2021,0.1681841769718096,0.1947693713818983,0.1399678394004108
Deaths,North Africa and Middle East,Female,35-39 years,Diabetes mellitus type 2,Smoking,Percent,2021,0.0159107831551674,0.0211224652411929,0.0119238156609321
Deaths,North Africa and Middle East,Male,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2011,0.1765940730434344,0.203237115529506,0.1507122774284022
Deaths,North Africa and Middle East,Female,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2011,0.0243785045572558,0.0308180103070877,0.0189759821451962
Deaths,North Africa and Middle East,Male,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2012,0.1754254674581156,0.2017809620376709,0.1489505741461991
Deaths,North Africa and Middle East,Female,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2012,0.0237224508495392,0.0297944829312682,0.0182824656674489
Deaths,North Africa and Middle East,Male,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2013,0.1737456175569135,0.1995660843701345,0.1470831137967692
Deaths,North Africa and Middle East,Female,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2013,0.023740730180434,0.0297551464122753,0.0183355638484942
Deaths,North Africa and Middle East,Male,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2014,0.1724132553325216,0.1983415311306502,0.1451007848814773
Deaths,North Africa and Middle East,Female,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2014,0.0232136085878448,0.0290587585082965,0.0178808591828426
Deaths,North Africa and Middle East,Male,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2015,0.1720090413838141,0.1976452912321313,0.1442069231954582
Deaths,North Africa and Middle East,Female,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2015,0.022389150537602,0.0284296188632945,0.017131038113611
Deaths,North Africa and Middle East,Male,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2016,0.1713857987234579,0.1972045345261563,0.1432023844965856
Deaths,North Africa and Middle East,Female,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2016,0.0219283628501304,0.0277928652817926,0.0169362970301493
Deaths,North Africa and Middle East,Male,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2017,0.1705755692274063,0.1964770727192426,0.1424864254530213
Deaths,North Africa and Middle East,Female,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2017,0.0213941050780526,0.0269371351721805,0.01644581056175
Deaths,North Africa and Middle East,Male,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2018,0.1698277054667504,0.1961028677314845,0.1419000613054625
Deaths,North Africa and Middle East,Female,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2018,0.0205285428311352,0.0261650812155247,0.0157762164278703
Deaths,North Africa and Middle East,Male,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2019,0.1692280661277391,0.1964754963439536,0.1415460400835544
Deaths,North Africa and Middle East,Female,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2019,0.0199962875406636,0.0254284865555512,0.0155926701296367
Deaths,North Africa and Middle East,Male,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2020,0.1702290436210359,0.1976256021811649,0.1420449157902677
Deaths,North Africa and Middle East,Female,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2020,0.0198256115996187,0.0251735094920375,0.0153930829983926
Deaths,North Africa and Middle East,Male,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2021,0.1702597541399476,0.1991865009534719,0.1412485570312273
Deaths,North Africa and Middle East,Female,40-44 years,Diabetes mellitus type 2,Smoking,Percent,2021,0.019935578370648,0.0254183299075034,0.0151864746627455
Deaths,North Africa and Middle East,Male,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2011,0.1748249567874697,0.2000653568366806,0.1476284306626028
Deaths,North Africa and Middle East,Female,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2011,0.0247369119705348,0.0307783030583664,0.0194289963319797
Deaths,North Africa and Middle East,Male,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2012,0.173716195349125,0.1984232998565665,0.1466830733288441
Deaths,North Africa and Middle East,Female,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2012,0.0238922406344875,0.0296705632886548,0.0186874905954217
Deaths,North Africa and Middle East,Male,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2013,0.1720094353710773,0.1959255368132388,0.1457980782174173
Deaths,North Africa and Middle East,Female,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2013,0.0236762579560034,0.0293441346678178,0.0184678684588683
Deaths,North Africa and Middle East,Male,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2014,0.17044713801878,0.1953119857938652,0.1446581687764639
Deaths,North Africa and Middle East,Female,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2014,0.0232277288764128,0.0288514538525327,0.0181134161406398
Deaths,North Africa and Middle East,Male,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2015,0.1696358674385487,0.1952198630387167,0.1441833152143574
Deaths,North Africa and Middle East,Female,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2015,0.0226589159901066,0.02769979373162,0.0176533908097027
Deaths,North Africa and Middle East,Male,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2016,0.1685926636570892,0.1933541332662501,0.1436285488353653
Deaths,North Africa and Middle East,Female,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2016,0.0225393397292099,0.0276857260939492,0.0174893836325219
Deaths,North Africa and Middle East,Male,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2017,0.1674624291134659,0.1929003839243447,0.1418784992712718
Deaths,North Africa and Middle East,Female,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2017,0.0226626759817879,0.027943807930953,0.0176729452559751
Deaths,North Africa and Middle East,Male,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2018,0.1666099189253491,0.1930374003276654,0.1405017698445225
Deaths,North Africa and Middle East,Female,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2018,0.0225229507157351,0.0281188934025853,0.0175411342454271
Deaths,North Africa and Middle East,Male,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2019,0.1656717697105285,0.1912050320517048,0.1400065584958671
Deaths,North Africa and Middle East,Female,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2019,0.0225218101725884,0.0279345371767102,0.0171932174458232
Deaths,North Africa and Middle East,Male,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2020,0.1660502603438227,0.1918185800703884,0.1398803594307832
Deaths,North Africa and Middle East,Female,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2020,0.022349541038875,0.0278593276601283,0.0171327405154986
Deaths,North Africa and Middle East,Male,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2021,0.1657683546450158,0.1919551434348332,0.1393984833257401
Deaths,North Africa and Middle East,Female,45-49 years,Diabetes mellitus type 2,Smoking,Percent,2021,0.0221218193290533,0.0278091281619495,0.0167182557127618
Deaths,North Africa and Middle East,Male,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2011,0.006908801268821,0.0129559075806829,0.0024357716794782
Deaths,North Africa and Middle East,Female,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2011,0.0005276578293159,0.001058356855918,0.0001252798508638
Deaths,North Africa and Middle East,Male,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2012,0.0067843248598234,0.0127286918958842,0.0024787715445731
Deaths,North Africa and Middle East,Female,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2012,0.0005096230300583,0.0009999883212163,0.0001214123594773
Deaths,North Africa and Middle East,Male,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2013,0.0066921191186038,0.0123483341096988,0.0024362675109128
Deaths,North Africa and Middle East,Female,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2013,0.0005048877301751,0.000998374118403,0.0001220932227093
Deaths,North Africa and Middle East,Male,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2014,0.0065832828588706,0.0120908241731133,0.0024423075692168
Deaths,North Africa and Middle East,Female,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2014,0.0004931699188333,0.0009953919304536,0.0001225718998809
Deaths,North Africa and Middle East,Male,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2015,0.0064817714480293,0.0119780373807706,0.0024577369442895
Deaths,North Africa and Middle East,Female,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2015,0.0004834409075347,0.0009841697496925,0.0001242947641478
Deaths,North Africa and Middle East,Male,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2016,0.0064746342196091,0.0118976859993673,0.002414731734592
Deaths,North Africa and Middle East,Female,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2016,0.0004834179441043,0.00098398883007,0.0001317803674909
Deaths,North Africa and Middle East,Male,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2017,0.0065397766495942,0.0118427121375042,0.0024890227911514
Deaths,North Africa and Middle East,Female,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2017,0.0004854495104461,0.0009774936626053,0.0001383755255077
Deaths,North Africa and Middle East,Male,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2018,0.0065451873430662,0.0119355808825343,0.002549211360724
Deaths,North Africa and Middle East,Female,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2018,0.0004802976599489,0.0009569648654457,0.0001400770272692
Deaths,North Africa and Middle East,Male,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2019,0.0065619612416109,0.0119601054715248,0.0025207320271914
Deaths,North Africa and Middle East,Female,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2019,0.0004764856507743,0.0009444397161131,0.0001429559684965
Deaths,North Africa and Middle East,Male,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2020,0.0064946304644911,0.0119176015551237,0.0024463396700168
Deaths,North Africa and Middle East,Female,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2020,0.0004770960228896,0.0009490135594829,0.0001451357873347
Deaths,North Africa and Middle East,Male,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2021,0.0064890113534398,0.0120257214908786,0.0024738316720974
Deaths,North Africa and Middle East,Female,50-69 years,Diabetes mellitus type 2,Alcohol use,Percent,2021,0.000477367922682,0.0009477889613064,0.0001453759660099
Deaths,North Africa and Middle East,Male,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2011,0.0029319986585014,0.0058316632174692,0.0010204392021708
Deaths,North Africa and Middle East,Female,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2011,0.0002311347605916,0.000522172589621,3.12458625164e-05
Deaths,North Africa and Middle East,Male,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2012,0.0029478473131533,0.0058253182392872,0.0010415517269343
Deaths,North Africa and Middle East,Female,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2012,0.0002325845131353,0.0005185037811112,3.31087193344e-05
Deaths,North Africa and Middle East,Male,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2013,0.0029455627449472,0.0057583932634299,0.0010306620878295
Deaths,North Africa and Middle East,Female,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2013,0.0002360208743797,0.0005189315035792,3.62868538385e-05
Deaths,North Africa and Middle East,Male,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2014,0.0029482595347485,0.0058445892308492,0.0010456793254733
Deaths,North Africa and Middle East,Female,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2014,0.0002524504523835,0.0005603459455042,3.99797089103e-05
Deaths,North Africa and Middle East,Male,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2015,0.0029646483489944,0.0059368207877504,0.0010380883978139
Deaths,North Africa and Middle East,Female,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2015,0.0002709140365759,0.0006119977211445,3.55997829504e-05
Deaths,North Africa and Middle East,Male,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2016,0.0029553066248697,0.0059477995772946,0.0010566555967898
Deaths,North Africa and Middle East,Female,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2016,0.0002753871214401,0.0006253790778016,3.86986227566e-05
Deaths,North Africa and Middle East,Male,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2017,0.0029813936484219,0.0060185128953443,0.0010581151031649
Deaths,North Africa and Middle East,Female,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2017,0.0002744438872297,0.0006432146802175,4.09832970406e-05
Deaths,North Africa and Middle East,Male,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2018,0.0030202602778798,0.0060288102713148,0.0010674450206946
Deaths,North Africa and Middle East,Female,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2018,0.0002700590617183,0.0006270501548246,4.286232783e-05
Deaths,North Africa and Middle East,Male,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2019,0.003117000894099,0.006235459944328,0.0010963364487733
Deaths,North Africa and Middle East,Female,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2019,0.0002815269577713,0.0006527014123418,4.75232607445e-05
Deaths,North Africa and Middle East,Male,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2020,0.0031442676423219,0.0062829492890374,0.0010999130961572
Deaths,North Africa and Middle East,Female,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2020,0.0002921432809375,0.0006776332273935,4.72951222402e-05
Deaths,North Africa and Middle East,Male,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2021,0.0030803437877326,0.0060964948751979,0.0010708245852789
Deaths,North Africa and Middle East,Female,85-89 years,Diabetes mellitus type 2,Alcohol use,Percent,2021,0.0002878826171016,0.0006793705773484,4.66387593784e-05
Deaths,North Africa and Middle East,Male,90-94 years,Diabetes mellitus type 2,Alcohol use,Percent,2011,0.0025960641381903,0.0051405054211153,0.0009201343684424
Deaths,North Africa and Middle East,Female,90-94 years,Diabetes mellitus type 2,Alcohol use,Percent,2011,0.0002831517918572,0.0006675156460892,3.91376984232e-05
Deaths,North Africa and Middle East,Male,90-94 years,Diabetes mellitus type 2,Alcohol use,Percent,2012,0.0026536437701758,0.0052779785641807,0.0009374888548758
Deaths,North Africa and Middle East,Female,90-94 years,Diabetes mellitus type 2,Alcohol use,Percent,2012,0.0002887753125124,0.0006696413234055,3.89877743567e-05
Deaths,North Africa and Middle East,Male,90-94 years,Diabetes mellitus type 2,Alcohol use,Percent,2013,0.0026901384499169,0.0053389798066353,0.0009416103994513
